Pricing Option,Call Point,PPG - Item,Promo Description Notes,Promo Description,Custom Pricing Approval Status,Weeks,Price Book Weeks,Weekly Volume (cases per store),Total Cases Budgeted,▼▼▼ RETAILER ▼▼▼,Suggested Retail Price,Suggested Retail Price [Price Book],Retailer Revenue,Net Unit Cost (after scans),Retailer Total COGS,Retailer Margin $,Retailer Margin %,▼▼▼ DISTRIBUTOR ▼▼▼,Net Revenue,Case Cost,Distributor Total COGS,Distributor Gross Margin $,Distributor Gross Margin %,▼▼▼ TALKING RAIN ▼▼▼,TR Revenue,Discount (per case),TR Share of Discount,Scan Back $ (per case),Discount (per case) [Price Book],TR Share of Discount [Price Book],Scan Back $ (per case) [Price Book],Overall TR Discount,TR Net Revenue,TR Total COGS,TR Gross Margin $,TR Gross Margin %
Price 1,The Markets,SI Caff 6/4pk 16oz,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,The Markets,SI Caff 6/4pk 16oz,,$5.49,,,20 wks,0.03 cs/store,3.6 cs,,,$ 5.49,$ 118.6,$ 24.00,$ 86,$ 32,27.14%,,$ 87.48,$ 17.30,$ 62,$ 25.2,29.17%,,$ 62.28,,,,$ 1.50,$ 0.3,$ 0,$ 0.30,$ 61,$ 43,$ 18,28.61%
Price 3,The Markets,SI Caff 6/4pk 16oz,,$4.99,,,32 wks,0.9 cs/store,172.8 cs,,,$ 4.99,"$ 5,174",$ 22.20,"$ 3,836","$ 1,337",25.85%,,"$ 4,026",$ 17.30,"$ 2,989","$ 1,037",27.03%,,"$ 2,989",,,,$ 3.30,$ 1.1,$ 0,$ 1.10,"$ 2,799","$ 2,082",$ 717,23.99%
Price 1,The Save Mart Companies,SI Caff 6/4pk 16oz,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,The Save Mart Companies,SI Caff 6/4pk 16oz,,$5.49,,,20 wks,0.01 cs/store,38.4 cs,,,$ 5.49,"$ 1,265",$ 24.00,$ 922,$ 343,27.14%,,$ 933.1,$ 17.30,$ 664,$ 268.8,29.17%,,$ 664.3,,,,$ 1.50,$ 0.3,$ 0,$ 0.30,$ 653,$ 463,$ 190,28.61%
Price 3,The Save Mart Companies,SI Caff 6/4pk 16oz,,$4.99,,,32 wks,0.02225 cs/store,136.7 cs,,,$ 4.99,"$ 4,093",$ 22.20,"$ 3,035","$ 1,058",25.85%,,"$ 3,185",$ 17.30,"$ 2,365",$ 820.2,27.03%,,"$ 2,365",,,,$ 3.30,$ 1.1,$ 0,$ 1.10,"$ 2,215","$ 1,647",$ 567,23.99%
Price 1,Toms & olesons,SI Caff 6/4pk 16oz,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Toms & olesons,SI Caff 6/4pk 16oz,,$5.49,,,20 wks,0 cs/store,0 cs,,,$ 5.49,$ 0,$ 24.00,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 3,Toms & olesons,SI Caff 6/4pk 16oz,,$4.99,,,32 wks,0 cs/store,0 cs,,,$ 4.99,$ 0,$ 22.20,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 3.30,$ 1.1,$ 0,$ 1.10,$ 0,$ 0,$ 0,0%
Price 1,Tony's Finer Foods,SI Caff 6/4pk 16oz,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Tony's Finer Foods,SI Caff 6/4pk 16oz,,$5.49,,,20 wks,0 cs/store,0 cs,,,$ 5.49,$ 0,$ 24.00,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 3,Tony's Finer Foods,SI Caff 6/4pk 16oz,,$4.99,,,32 wks,0 cs/store,0 cs,,,$ 4.99,$ 0,$ 22.20,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 3.30,$ 1.1,$ 0,$ 1.10,$ 0,$ 0,$ 0,0%
Price 1,Tops,SI Caff 6/4pk 16oz,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Tops,SI Caff 6/4pk 16oz,,$5.49,,,20 wks,0.08 cs/store,238.4 cs,,,$ 5.49,"$ 7,853",$ 24.00,"$ 5,722","$ 2,131",27.14%,,"$ 5,793",$ 17.30,"$ 4,124","$ 1,669",29.17%,,"$ 4,124",,,,$ 1.50,$ 0.3,$ 0,$ 0.30,"$ 4,053","$ 2,873","$ 1,180",28.61%
Price 3,Tops,SI Caff 6/4pk 16oz,,$4.99,,,32 wks,0.07 cs/store,333.8 cs,,,$ 4.99,"$ 9,993",$ 22.20,"$ 7,409","$ 2,583",25.85%,,"$ 7,777",$ 17.30,"$ 5,774","$ 2,003",27.03%,,"$ 5,774",,,,$ 3.30,$ 1.1,$ 0,$ 1.10,"$ 5,407","$ 4,022","$ 1,385",23.99%
Price 1,Total Wine & More NA,SI Caff 6/4pk 16oz,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Total Wine & More NA,SI Caff 6/4pk 16oz,,$5.49,,,20 wks,0 cs/store,0 cs,,,$ 5.49,$ 0,$ 24.00,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 3,Total Wine & More NA,SI Caff 6/4pk 16oz,,$4.99,,,32 wks,0 cs/store,0 cs,,,$ 4.99,$ 0,$ 22.20,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 3.30,$ 1.1,$ 0,$ 1.10,$ 0,$ 0,$ 0,0%
Price 1,Town & Country WA,SI Caff 6/4pk 16oz,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Town & Country WA,SI Caff 6/4pk 16oz,,$5.49,,,20 wks,0 cs/store,0 cs,,,$ 5.49,$ 0,$ 24.00,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 3,Town & Country WA,SI Caff 6/4pk 16oz,,$4.99,,,32 wks,0 cs/store,0 cs,,,$ 4.99,$ 0,$ 22.20,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 3.30,$ 1.1,$ 0,$ 1.10,$ 0,$ 0,$ 0,0%
Price 1,Town Pump,SI Caff 6/4pk 16oz,,FRONTLINE,,12 wks,,0 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Town Pump,SI Caff 6/4pk 16oz,,$5.49,,20 wks,,0 cs/store,0 cs,,,$ 5.49,$ 0,$ 24.00,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 3,Town Pump,SI Caff 6/4pk 16oz,,$4.99,,20 wks,,0 cs/store,0 cs,,,$ 4.99,$ 0,$ 22.20,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 3.30,$ 1.1,$ 0,$ 1.10,$ 0,$ 0,$ 0,0%
Price 1,Twice Daily,SI Caff 6/4pk 16oz,,FRONTLINE,,12 wks,,0 cs/store,0 cs,,,$ 0,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 0,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Twice Daily,SI Caff 6/4pk 16oz,,$5.49,,20 wks,,0 cs/store,0 cs,,,$ 0,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 0,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 3,Twice Daily,SI Caff 6/4pk 16oz,,$4.99,,20 wks,,0 cs/store,0 cs,,,$ 0,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 0,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 1,United Dairy Farmers Store,SI Caff 6/4pk 16oz,,FRONTLINE,,12 wks,,0 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,United Dairy Farmers Store,SI Caff 6/4pk 16oz,,$5.49,,20 wks,,0 cs/store,0 cs,,,$ 5.49,$ 0,$ 24.00,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 3,United Dairy Farmers Store,SI Caff 6/4pk 16oz,,$4.99,,20 wks,,0 cs/store,0 cs,,,$ 4.99,$ 0,$ 22.20,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 3.30,$ 1.1,$ 0,$ 1.10,$ 0,$ 0,$ 0,0%
Price 1,Vallarta Supermarkets,SI Caff 6/4pk 16oz,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Vallarta Supermarkets,SI Caff 6/4pk 16oz,,$5.49,,,20 wks,0 cs/store,0 cs,,,$ 5.49,$ 0,$ 24.00,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 3,Vallarta Supermarkets,SI Caff 6/4pk 16oz,,$4.99,,,32 wks,0 cs/store,0 cs,,,$ 4.99,$ 0,$ 22.20,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 3.30,$ 1.1,$ 0,$ 1.10,$ 0,$ 0,$ 0,0%
Price 1,Walmart,SI Caff 6/4pk 16oz,,EDLP,,,52 wks,0.001 cs/store,237.8 cs,,,$ 4.99,"$ 7,120",$ 22.50,"$ 5,350","$ 1,769",24.85%,,"$ 5,576",$ 17.30,"$ 4,114","$ 1,462",27.33%,,"$ 4,114",,,,$ 3.00,$ 0.95,$ 0,$ 0.95,"$ 3,888","$ 2,865","$ 1,023",24.86%
Price 2,Wegman,SI Caff 6/4pk 16oz,Wegman's 4pack,CustomPricing1,Approved,52 wks,,0.1688 cs/store,"1,001 cs",,$ 5.49,,"$ 32,961",$ 22.80,"$ 22,815","$ 10,147",30.78%,,"$ 23,415",$ 0,$ 0,"$ 23,415",102.63%,,$ 0,$ 2.70,$ 0.6,$ 0,,,,$ 0.60,-$ 600,"$ 12,058","-$ 12,658",0%
Price 1,Weigels,SI Caff 6/4pk 16oz,,FRONTLINE,,12 wks,,0 cs/store,0 cs,,,$ 0,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 0,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Weigels,SI Caff 6/4pk 16oz,,$5.49,,20 wks,,0 cs/store,0 cs,,,$ 0,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 0,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 3,Weigels,SI Caff 6/4pk 16oz,,$4.99,,20 wks,,0 cs/store,0 cs,,,$ 0,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 0,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Weis,SI Caff 6/4pk 16oz,$5.49,CustomPricing1,Approved,20 wks,,0.001 cs/store,3.98 cs,,$ 5.49,,$ 131.1,$ 21.06,$ 84,$ 47,36.07%,,$ 85.01,$ 17.30,$ 69,$ 16.16,19.28%,,$ 68.85,$ 4.44,$ 0.3,$ 0,,,,$ 0.30,$ 68,$ 48,$ 20,28.61%
Price 3,Weis,SI Caff 6/4pk 16oz,$4.99,CustomPricing2,Approved,32 wks,,0.1 cs/store,636.8 cs,,$ 4.99,,"$ 19,066",$ 19.26,"$ 12,265","$ 6,801",35.67%,,"$ 12,965",$ 17.30,"$ 11,017","$ 1,949",15.89%,,"$ 11,017",$ 6.24,$ 1.1,$ 0,,,,$ 1.10,"$ 10,316","$ 7,673","$ 2,643",23.99%
Price 1,Winco,SI Caff 6/4pk 16oz,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Winco,SI Caff 6/4pk 16oz,,$5.49,,,20 wks,0 cs/store,0 cs,,,$ 5.49,$ 0,$ 24.00,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 3,Winco,SI Caff 6/4pk 16oz,,$4.99,,,32 wks,0 cs/store,0 cs,,,$ 4.99,$ 0,$ 22.20,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 3.30,$ 1.1,$ 0,$ 1.10,$ 0,$ 0,$ 0,0%
Price 1,Woodmans,SI Caff 6/4pk 16oz,,FRONTLINE,,,0 wks,1 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Woodmans,SI Caff 6/4pk 16oz,,$5.49,,,20 wks,0.00001 cs/store,0.0038 cs,,,$ 5.49,$ 0.1252,$ 24.00,$ 0,$ 0,27.14%,,$ 0.09234,$ 17.30,$ 0,$ 0.0266,29.17%,,$ 0.06574,,,,$ 1.50,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,28.61%
Price 3,Woodmans,SI Caff 6/4pk 16oz,,$4.99,,,32 wks,0.0001 cs/store,0.0608 cs,,,$ 4.99,$ 1.82,$ 22.20,$ 1,$ 0,25.85%,,$ 1.417,$ 17.30,$ 1,$ 0.3648,27.03%,,$ 1.052,,,,$ 3.30,$ 1.1,$ 0,$ 1.10,$ 1,$ 1,$ 0,23.99%
Price 1,Yokes,SI Caff 6/4pk 16oz,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 5.99,$ 0,$ 25.50,$ 0,$ 0,0%,,$ 0,$ 17.30,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Yokes,SI Caff 6/4pk 16oz,,$5.49,,,20 wks,0.001 cs/store,0.38 cs,,,$ 5.49,$ 12.52,$ 24.00,$ 9,$ 3,27.14%,,$ 9.234,$ 17.30,$ 7,$ 2.66,29.17%,,$ 6.574,,,,$ 1.50,$ 0.3,$ 0,$ 0.30,$ 6,$ 5,$ 2,28.61%
Price 3,Yokes,SI Caff 6/4pk 16oz,,$4.99,,,32 wks,0.113 cs/store,68.7 cs,,,$ 4.99,"$ 2,057",$ 22.20,"$ 1,525",$ 532,25.85%,,"$ 1,601",$ 17.30,"$ 1,189",$ 412.2,27.03%,,"$ 1,189",,,,$ 3.30,$ 1.1,$ 0,$ 1.10,"$ 1,113",$ 828,$ 285,23.99%
Price 1,7 Eleven DSD,SI Non Caff 12/16oz Loose,,FRONTLINE,,0 wks,,0 cs/store,0 cs,,,$ 2.00,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,7 Eleven DSD,SI Non Caff 12/16oz Loose,,$1.89,,20 wks,,0.7 cs/store,0 cs,,,$ 1.89,$ 0,$ 12.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 0,$ 0,$ 0,0%
Price 3,7 Eleven DSD,SI Non Caff 12/16oz Loose,,$1.79,,20 wks,,1 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.00,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.75,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 4,7 Eleven DSD,SI Non Caff 12/16oz Loose,,3/$5,,12 wks,,0.6 cs/store,0 cs,,,$ 1.67,$ 0,$ 11.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.65,$ 0,$ 0.65,$ 0,$ 0,$ 0,0%
Price 5,7 Eleven DSD,SI Non Caff 12/16oz Loose,,2/$3,,0 wks,,0 cs/store,0 cs,,,$ 1.50,$ 0,$ 10.60,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 2.15,$ 0.95,$ 0,$ 0.95,$ 0,$ 0,$ 0,0%
Price 4,AAFES,SI Non Caff 12/16oz Loose,,$1.79,,28 wks,,0 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.00,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.75,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 5,AAFES,SI Non Caff 12/16oz Loose,,3/$5,,24 wks,,0 cs/store,0 cs,,,$ 1.67,$ 0,$ 11.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.65,$ 0,$ 0.65,$ 0,$ 0,$ 0,0%
Price 1,ABC Stores LV,SI Non Caff 12/16oz Loose,,EDLP,,0 wks,,0 cs/store,0 cs,,,$ 1.89,$ 0,$ 12.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 0,$ 0,$ 0,0%
Price 2,ABC Stores LV,SI Non Caff 12/16oz Loose,,EDLP,,0 wks,,0 cs/store,0 cs,,,$ 1.89,$ 0,$ 12.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 0,$ 0,$ 0,0%
Price 3,ABC Stores LV,SI Non Caff 12/16oz Loose,,EDLP,,26 wks,,1 cs/store,130 cs,,,$ 1.89,"$ 2,948",$ 12.25,"$ 1,593","$ 1,356",45.99%,,"$ 1,606",$ 8.65,"$ 1,125",$ 481,30.20%,,"$ 1,125",,,,$ 0.50,$ 0.1,$ 0,$ 0.10,"$ 1,112",$ 666,$ 446,39.65%
Price 4,ABC Stores LV,SI Non Caff 12/16oz Loose,,3/$5,,26 wks,,1.5 cs/store,195 cs,,,$ 1.67,"$ 3,908",$ 11.25,"$ 2,194","$ 1,714",43.86%,,"$ 2,321",$ 8.65,"$ 1,687",$ 633.8,28.89%,,"$ 1,687",,,,$ 1.50,$ 0.65,$ 0,$ 0.65,"$ 1,560",$ 998,$ 562,33.29%
Price 5,ABC Stores LV,SI Non Caff 12/16oz Loose,,EDLP,,0 wks,,1.5 cs/store,0 cs,,,$ 1.89,$ 0,$ 12.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 0,$ 0,$ 0,0%
Price 1,BFS Foods,SI Non Caff 12/16oz Loose,,EDLP,,38 wks,,0.25 cs/store,380 cs,,,$ 1.89,"$ 8,618",$ 12.25,"$ 4,655","$ 3,963",45.99%,,"$ 4,693",$ 8.65,"$ 3,287","$ 1,406",30.20%,,"$ 3,287",,,,$ 0.50,$ 0.1,$ 0,$ 0.10,"$ 3,249","$ 1,946","$ 1,303",39.65%
Price 2,BFS Foods,SI Non Caff 12/16oz Loose,,3/$5,,14 wks,,0.5 cs/store,280 cs,,,$ 1.67,"$ 5,611",$ 11.25,"$ 3,150","$ 2,461",43.86%,,"$ 3,332",$ 8.65,"$ 2,422",$ 910,28.89%,,"$ 2,422",,,,$ 1.50,$ 0.65,$ 0,$ 0.65,"$ 2,240","$ 1,434",$ 806,33.29%
Price 1,Blarney Castle**,SI Non Caff 12/16oz Loose,,EDLP,,35 wks,,0.102 cs/store,446.3 cs,,,$ 1.89,"$ 10,121",$ 12.25,"$ 5,467","$ 4,654",45.99%,,"$ 5,511",$ 8.65,"$ 3,860","$ 1,651",30.20%,,"$ 3,860",,,,$ 0.50,$ 0.1,$ 0,$ 0.10,"$ 3,815","$ 2,285","$ 1,531",39.65%
Price 2,Blarney Castle**,SI Non Caff 12/16oz Loose,,3/$5,,17 wks,,0.125 cs/store,265.6 cs,,,$ 1.67,"$ 5,323",$ 11.25,"$ 2,988","$ 2,335",43.86%,,"$ 3,161",$ 8.65,"$ 2,298",$ 863.3,28.89%,,"$ 2,298",,,,$ 1.50,$ 0.65,$ 0,$ 0.65,"$ 2,125","$ 1,360",$ 765,33.29%
Price 3,Blarney Castle**,SI Non Caff 12/16oz Loose,B2G1,CustomPricing1,Approved,0 wks,,0 cs/store,0 cs,,$ 1.99,,$ 0,$ 11.00,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,$ 1.50,$ 0.65,$ 0.25,,,,$ 0.90,$ 0,$ 0,$ 0,0%
Price 1,BP,SI Non Caff 12/16oz Loose,,$1.89,,28 wks,,0.02 cs/store,808.1 cs,,,$ 1.89,"$ 18,327",$ 12.25,"$ 9,899","$ 8,428",45.99%,,"$ 9,980",$ 8.65,"$ 6,990","$ 2,990",30.20%,,"$ 6,990",,,,$ 0.50,$ 0.1,$ 0,$ 0.10,"$ 6,909","$ 4,137","$ 2,772",39.65%
Price 2,BP,SI Non Caff 12/16oz Loose,,$1.79,,24 wks,,0.051 cs/store,"1,766 cs",,,$ 1.79,"$ 37,939",$ 12.00,"$ 21,195","$ 16,744",44.13%,,"$ 21,725",$ 8.65,"$ 15,278","$ 6,447",30.42%,,"$ 15,278",,,,$ 0.75,$ 0.3,$ 0,$ 0.30,"$ 14,748","$ 9,043","$ 5,705",37.34%
Price 3,BP,SI Non Caff 12/16oz Loose,,2/$3,,0 wks,,0 cs/store,0 cs,,,$ 1.50,$ 0,$ 10.60,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 2.15,$ 0.95,$ 0,$ 0.95,$ 0,$ 0,$ 0,0%
Price 4,BP,SI Non Caff 12/16oz Loose,,FRONTLINE,,0 wks,,0 cs/store,0 cs,,,$ 2.00,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 1,Breaktime,SI Non Caff 12/16oz Loose,,EDLP,,38 wks,,0.1 cs/store,49.4 cs,,,$ 1.89,"$ 1,120",$ 12.25,$ 605,$ 515,45.99%,,$ 610.1,$ 8.65,$ 427,$ 182.8,30.20%,,$ 427.3,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 422,$ 253,$ 169,39.65%
Price 2,Breaktime,SI Non Caff 12/16oz Loose,,3/$5,,14 wks,,0.1 cs/store,18.2 cs,,,$ 1.67,$ 364.7,$ 11.25,$ 205,$ 160,43.86%,,$ 216.6,$ 8.65,$ 157,$ 59.15,28.89%,,$ 157.4,,,,$ 1.50,$ 0.65,$ 0,$ 0.65,$ 146,$ 93,$ 52,33.29%
Price 1,Casey's,SI Non Caff 12/16oz Loose,,FRONTLINE,,0 wks,,0 cs/store,0 cs,,,$ 1.99,$ 0,$ 10.05,$ 0,$ 0,0%,,,,,,,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Casey's,SI Non Caff 12/16oz Loose,,2/$3.33,,35 wks,,0.896 cs/store,"84,703 cs",,,$ 1.67,"$ 1,697,455",$ 8.52,"$ 721,673","$ 975,783",57.49%,,,,,,,,"$ 721,673",,,,$ 0,$ 0,$ 1.53,$ 1.53,"$ 592,076","$ 433,681","$ 158,395",18.61%
Price 3,Casey's,SI Non Caff 12/16oz Loose,,Buy 2 Get 1 Free,,17 wks,,1.023 cs/store,"46,973 cs",,,$ 1.33,"$ 749,691",$ 6.72,"$ 315,659","$ 434,031",57.89%,,,,,,,,"$ 315,659",,,,$ 0,$ 0,$ 3.33,$ 3.33,"$ 159,239","$ 240,502","-$ 81,263",-17.21%
Price 1,Chevron Extra Mile,SI Non Caff 12/16oz Loose,,FRONTLINE,,0 wks,,0 cs/store,0 cs,,,$ 2.00,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Chevron Extra Mile,SI Non Caff 12/16oz Loose,,$1.89,,0 wks,,0 cs/store,0 cs,,,$ 1.89,$ 0,$ 12.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 0,$ 0,$ 0,0%
